# 8, 1000
# Nu energy [MeV] X-Sec. [m^2]    Lep. <E> [MeV]  
# t               nu_e            nu_e_bar        nu_x            nu_x_bar        nu_e            nu_e_bar        nu_x            nu_x_bar        
35.94             0.0000000E+00   1.7522265E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.3545275E+01   0.0000000E+00   0.0000000E+00
36.04             0.0000000E+00   1.7609574E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.3638149E+01   0.0000000E+00   0.0000000E+00
36.15             0.0000000E+00   1.7697028E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.3731004E+01   0.0000000E+00   0.0000000E+00
36.25             0.0000000E+00   1.7784627E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.3823841E+01   0.0000000E+00   0.0000000E+00
36.35             0.0000000E+00   1.7872371E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.3916658E+01   0.0000000E+00   0.0000000E+00
36.44             0.0000000E+00   1.7960258E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.4009456E+01   0.0000000E+00   0.0000000E+00
36.54             0.0000000E+00   1.8048290E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.4102235E+01   0.0000000E+00   0.0000000E+00
36.65             0.0000000E+00   1.8136464E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.4194995E+01   0.0000000E+00   0.0000000E+00
36.75             0.0000000E+00   1.8224781E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.4287736E+01   0.0000000E+00   0.0000000E+00
36.85             0.0000000E+00   1.8313240E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.4380458E+01   0.0000000E+00   0.0000000E+00
36.94             0.0000000E+00   1.8401842E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.4473161E+01   0.0000000E+00   0.0000000E+00
37.04             0.0000000E+00   1.8490584E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.4565845E+01   0.0000000E+00   0.0000000E+00
37.15             0.0000000E+00   1.8579468E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.4658510E+01   0.0000000E+00   0.0000000E+00
37.25             0.0000000E+00   1.8668492E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.4751156E+01   0.0000000E+00   0.0000000E+00
37.35             0.0000000E+00   1.8757656E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.4843783E+01   0.0000000E+00   0.0000000E+00
37.44             0.0000000E+00   1.8846959E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.4936391E+01   0.0000000E+00   0.0000000E+00
37.54             0.0000000E+00   1.8936403E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.5028980E+01   0.0000000E+00   0.0000000E+00
37.65             0.0000000E+00   1.9025984E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.5121550E+01   0.0000000E+00   0.0000000E+00
37.75             0.0000000E+00   1.9115705E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.5214101E+01   0.0000000E+00   0.0000000E+00
37.85             0.0000000E+00   1.9205563E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.5306633E+01   0.0000000E+00   0.0000000E+00
37.94             0.0000000E+00   1.9295558E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.5399146E+01   0.0000000E+00   0.0000000E+00
38.04             0.0000000E+00   1.9385691E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.5491640E+01   0.0000000E+00   0.0000000E+00
38.15             0.0000000E+00   1.9475961E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.5584116E+01   0.0000000E+00   0.0000000E+00
38.25             0.0000000E+00   1.9566366E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.5676572E+01   0.0000000E+00   0.0000000E+00
38.35             0.0000000E+00   1.9656908E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.5769009E+01   0.0000000E+00   0.0000000E+00
38.45             0.0000000E+00   1.9747585E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.5861428E+01   0.0000000E+00   0.0000000E+00
38.54             0.0000000E+00   1.9838397E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.5953827E+01   0.0000000E+00   0.0000000E+00
38.65             0.0000000E+00   1.9929344E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.6046208E+01   0.0000000E+00   0.0000000E+00
38.75             0.0000000E+00   2.0020425E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.6138569E+01   0.0000000E+00   0.0000000E+00
38.85             0.0000000E+00   2.0111639E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.6230912E+01   0.0000000E+00   0.0000000E+00
38.95             0.0000000E+00   2.0202987E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.6323236E+01   0.0000000E+00   0.0000000E+00
39.04             0.0000000E+00   2.0294468E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.6415541E+01   0.0000000E+00   0.0000000E+00
39.15             0.0000000E+00   2.0386081E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.6507827E+01   0.0000000E+00   0.0000000E+00
39.25             0.0000000E+00   2.0477827E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.6600094E+01   0.0000000E+00   0.0000000E+00
39.35             0.0000000E+00   2.0569704E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.6692343E+01   0.0000000E+00   0.0000000E+00
39.45             0.0000000E+00   2.0661712E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.6784572E+01   0.0000000E+00   0.0000000E+00
39.54             0.0000000E+00   2.0753852E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.6876783E+01   0.0000000E+00   0.0000000E+00
39.65             0.0000000E+00   2.0846122E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.6968975E+01   0.0000000E+00   0.0000000E+00
39.75             0.0000000E+00   2.0938522E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.7061147E+01   0.0000000E+00   0.0000000E+00
39.85             0.0000000E+00   2.1031051E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.7153302E+01   0.0000000E+00   0.0000000E+00
39.95             0.0000000E+00   2.1123710E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.7245437E+01   0.0000000E+00   0.0000000E+00
40.04             0.0000000E+00   2.1216498E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.7337553E+01   0.0000000E+00   0.0000000E+00
40.15             0.0000000E+00   2.1309414E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.7429651E+01   0.0000000E+00   0.0000000E+00
40.25             0.0000000E+00   2.1402459E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.7521729E+01   0.0000000E+00   0.0000000E+00
40.35             0.0000000E+00   2.1495631E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.7613789E+01   0.0000000E+00   0.0000000E+00
40.45             0.0000000E+00   2.1588930E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.7705830E+01   0.0000000E+00   0.0000000E+00
40.54             0.0000000E+00   2.1682356E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.7797853E+01   0.0000000E+00   0.0000000E+00
40.65             0.0000000E+00   2.1775909E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.7889856E+01   0.0000000E+00   0.0000000E+00
40.75             0.0000000E+00   2.1869587E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.7981841E+01   0.0000000E+00   0.0000000E+00
40.85             0.0000000E+00   2.1963392E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.8073807E+01   0.0000000E+00   0.0000000E+00
40.95             0.0000000E+00   2.2057321E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.8165754E+01   0.0000000E+00   0.0000000E+00
41.05             0.0000000E+00   2.2151376E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.8257682E+01   0.0000000E+00   0.0000000E+00
41.15             0.0000000E+00   2.2245555E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.8349592E+01   0.0000000E+00   0.0000000E+00
41.25             0.0000000E+00   2.2339859E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.8441483E+01   0.0000000E+00   0.0000000E+00
41.35             0.0000000E+00   2.2434286E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.8533355E+01   0.0000000E+00   0.0000000E+00
41.45             0.0000000E+00   2.2528836E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.8625208E+01   0.0000000E+00   0.0000000E+00
41.55             0.0000000E+00   2.2623509E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.8717042E+01   0.0000000E+00   0.0000000E+00
41.65             0.0000000E+00   2.2718305E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.8808858E+01   0.0000000E+00   0.0000000E+00
41.75             0.0000000E+00   2.2813224E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.8900655E+01   0.0000000E+00   0.0000000E+00
41.85             0.0000000E+00   2.2908264E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.8992434E+01   0.0000000E+00   0.0000000E+00
41.95             0.0000000E+00   2.3003425E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.9084193E+01   0.0000000E+00   0.0000000E+00
42.05             0.0000000E+00   2.3098708E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.9175934E+01   0.0000000E+00   0.0000000E+00
42.15             0.0000000E+00   2.3194111E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.9267656E+01   0.0000000E+00   0.0000000E+00
42.25             0.0000000E+00   2.3289634E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.9359360E+01   0.0000000E+00   0.0000000E+00
42.35             0.0000000E+00   2.3385278E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.9451044E+01   0.0000000E+00   0.0000000E+00
42.45             0.0000000E+00   2.3481041E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.9542711E+01   0.0000000E+00   0.0000000E+00
42.55             0.0000000E+00   2.3576923E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.9634358E+01   0.0000000E+00   0.0000000E+00
42.65             0.0000000E+00   2.3672924E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.9725987E+01   0.0000000E+00   0.0000000E+00
42.75             0.0000000E+00   2.3769043E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.9817597E+01   0.0000000E+00   0.0000000E+00
42.85             0.0000000E+00   2.3865281E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.9909188E+01   0.0000000E+00   0.0000000E+00
42.95             0.0000000E+00   2.3961636E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.0000761E+01   0.0000000E+00   0.0000000E+00
43.05             0.0000000E+00   2.4058108E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.0092315E+01   0.0000000E+00   0.0000000E+00
43.15             0.0000000E+00   2.4154697E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.0183850E+01   0.0000000E+00   0.0000000E+00
43.25             0.0000000E+00   2.4251403E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.0275367E+01   0.0000000E+00   0.0000000E+00
43.35             0.0000000E+00   2.4348225E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.0366865E+01   0.0000000E+00   0.0000000E+00
43.45             0.0000000E+00   2.4445163E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.0458344E+01   0.0000000E+00   0.0000000E+00
43.55             0.0000000E+00   2.4542216E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.0549805E+01   0.0000000E+00   0.0000000E+00
43.65             0.0000000E+00   2.4639385E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.0641247E+01   0.0000000E+00   0.0000000E+00
43.75             0.0000000E+00   2.4736668E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.0732670E+01   0.0000000E+00   0.0000000E+00
43.85             0.0000000E+00   2.4834066E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.0824075E+01   0.0000000E+00   0.0000000E+00
43.95             0.0000000E+00   2.4931577E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.0915462E+01   0.0000000E+00   0.0000000E+00
44.05             0.0000000E+00   2.5029202E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.1006829E+01   0.0000000E+00   0.0000000E+00
44.15             0.0000000E+00   2.5126941E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.1098178E+01   0.0000000E+00   0.0000000E+00
44.25             0.0000000E+00   2.5224792E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.1189509E+01   0.0000000E+00   0.0000000E+00
44.35             0.0000000E+00   2.5322756E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.1280821E+01   0.0000000E+00   0.0000000E+00
44.45             0.0000000E+00   2.5420833E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.1372114E+01   0.0000000E+00   0.0000000E+00
44.55             0.0000000E+00   2.5519021E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.1463389E+01   0.0000000E+00   0.0000000E+00
44.65             0.0000000E+00   2.5617320E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.1554645E+01   0.0000000E+00   0.0000000E+00
44.75             0.0000000E+00   2.5715731E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.1645882E+01   0.0000000E+00   0.0000000E+00
44.85             0.0000000E+00   2.5814252E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.1737101E+01   0.0000000E+00   0.0000000E+00
44.95             0.0000000E+00   2.5912884E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.1828302E+01   0.0000000E+00   0.0000000E+00
45.05             0.0000000E+00   2.6011626E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.1919484E+01   0.0000000E+00   0.0000000E+00
45.15             0.0000000E+00   2.6110478E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.2010647E+01   0.0000000E+00   0.0000000E+00
45.25             0.0000000E+00   2.6209439E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.2101792E+01   0.0000000E+00   0.0000000E+00
45.35             0.0000000E+00   2.6308509E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.2192918E+01   0.0000000E+00   0.0000000E+00
45.45             0.0000000E+00   2.6407688E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.2284026E+01   0.0000000E+00   0.0000000E+00
45.55             0.0000000E+00   2.6506975E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.2375115E+01   0.0000000E+00   0.0000000E+00
45.65             0.0000000E+00   2.6606370E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.2466186E+01   0.0000000E+00   0.0000000E+00
45.75             0.0000000E+00   2.6705873E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.2557238E+01   0.0000000E+00   0.0000000E+00
45.85             0.0000000E+00   2.6805483E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.2648272E+01   0.0000000E+00   0.0000000E+00
45.95             0.0000000E+00   2.6905200E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.2739287E+01   0.0000000E+00   0.0000000E+00
46.05             0.0000000E+00   2.7005023E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.2830284E+01   0.0000000E+00   0.0000000E+00
46.15             0.0000000E+00   2.7104953E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.2921262E+01   0.0000000E+00   0.0000000E+00
46.25             0.0000000E+00   2.7204989E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.3012222E+01   0.0000000E+00   0.0000000E+00
46.35             0.0000000E+00   2.7305130E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.3103163E+01   0.0000000E+00   0.0000000E+00
46.45             0.0000000E+00   2.7405377E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.3194086E+01   0.0000000E+00   0.0000000E+00
46.55             0.0000000E+00   2.7505728E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.3284991E+01   0.0000000E+00   0.0000000E+00
46.65             0.0000000E+00   2.7606184E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.3375876E+01   0.0000000E+00   0.0000000E+00
46.75             0.0000000E+00   2.7706744E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.3466744E+01   0.0000000E+00   0.0000000E+00
46.85             0.0000000E+00   2.7807409E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.3557593E+01   0.0000000E+00   0.0000000E+00
46.95             0.0000000E+00   2.7908176E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.3648423E+01   0.0000000E+00   0.0000000E+00
47.05             0.0000000E+00   2.8009047E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.3739236E+01   0.0000000E+00   0.0000000E+00
47.15             0.0000000E+00   2.8110021E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.3830029E+01   0.0000000E+00   0.0000000E+00
47.25             0.0000000E+00   2.8211097E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.3920805E+01   0.0000000E+00   0.0000000E+00
47.35             0.0000000E+00   2.8312276E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.4011561E+01   0.0000000E+00   0.0000000E+00
47.45             0.0000000E+00   2.8413556E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.4102300E+01   0.0000000E+00   0.0000000E+00
47.55             0.0000000E+00   2.8514938E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.4193020E+01   0.0000000E+00   0.0000000E+00
47.65             0.0000000E+00   2.8616421E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.4283721E+01   0.0000000E+00   0.0000000E+00
47.75             0.0000000E+00   2.8718005E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.4374405E+01   0.0000000E+00   0.0000000E+00
47.85             0.0000000E+00   2.8819690E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.4465070E+01   0.0000000E+00   0.0000000E+00
47.95             0.0000000E+00   2.8921475E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.4555716E+01   0.0000000E+00   0.0000000E+00
48.05             0.0000000E+00   2.9023360E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.4646344E+01   0.0000000E+00   0.0000000E+00
48.15             0.0000000E+00   2.9125344E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.4736954E+01   0.0000000E+00   0.0000000E+00
48.25             0.0000000E+00   2.9227428E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.4827545E+01   0.0000000E+00   0.0000000E+00
48.35             0.0000000E+00   2.9329611E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.4918118E+01   0.0000000E+00   0.0000000E+00
48.45             0.0000000E+00   2.9431892E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.5008673E+01   0.0000000E+00   0.0000000E+00
48.55             0.0000000E+00   2.9534271E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.5099209E+01   0.0000000E+00   0.0000000E+00
48.65             0.0000000E+00   2.9636749E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.5189727E+01   0.0000000E+00   0.0000000E+00
48.75             0.0000000E+00   2.9739324E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.5280226E+01   0.0000000E+00   0.0000000E+00
48.85             0.0000000E+00   2.9841996E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.5370707E+01   0.0000000E+00   0.0000000E+00
48.95             0.0000000E+00   2.9944766E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.5461170E+01   0.0000000E+00   0.0000000E+00
49.05             0.0000000E+00   3.0047632E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.5551615E+01   0.0000000E+00   0.0000000E+00
49.15             0.0000000E+00   3.0150595E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.5642041E+01   0.0000000E+00   0.0000000E+00
49.25             0.0000000E+00   3.0253653E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.5732449E+01   0.0000000E+00   0.0000000E+00
49.35             0.0000000E+00   3.0356808E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.5822839E+01   0.0000000E+00   0.0000000E+00
49.45             0.0000000E+00   3.0460057E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.5913210E+01   0.0000000E+00   0.0000000E+00
49.55             0.0000000E+00   3.0563402E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.6003563E+01   0.0000000E+00   0.0000000E+00
49.65             0.0000000E+00   3.0666842E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.6093898E+01   0.0000000E+00   0.0000000E+00
49.75             0.0000000E+00   3.0770376E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.6184214E+01   0.0000000E+00   0.0000000E+00
49.85             0.0000000E+00   3.0874005E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.6274512E+01   0.0000000E+00   0.0000000E+00
49.95             0.0000000E+00   3.0977727E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.6364792E+01   0.0000000E+00   0.0000000E+00
50.05             0.0000000E+00   3.1081543E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.6455054E+01   0.0000000E+00   0.0000000E+00
50.15             0.0000000E+00   3.1185452E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.6545297E+01   0.0000000E+00   0.0000000E+00
50.25             0.0000000E+00   3.1289454E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.6635522E+01   0.0000000E+00   0.0000000E+00
50.35             0.0000000E+00   3.1393548E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.6725729E+01   0.0000000E+00   0.0000000E+00
50.45             0.0000000E+00   3.1497735E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.6815918E+01   0.0000000E+00   0.0000000E+00
50.55             0.0000000E+00   3.1602014E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.6906088E+01   0.0000000E+00   0.0000000E+00
50.65             0.0000000E+00   3.1706385E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.6996240E+01   0.0000000E+00   0.0000000E+00
50.75             0.0000000E+00   3.1810847E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.7086374E+01   0.0000000E+00   0.0000000E+00
50.85             0.0000000E+00   3.1915400E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.7176490E+01   0.0000000E+00   0.0000000E+00
50.95             0.0000000E+00   3.2020044E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.7266587E+01   0.0000000E+00   0.0000000E+00
51.05             0.0000000E+00   3.2124779E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.7356666E+01   0.0000000E+00   0.0000000E+00
51.15             0.0000000E+00   3.2229604E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.7446727E+01   0.0000000E+00   0.0000000E+00
51.25             0.0000000E+00   3.2334518E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.7536770E+01   0.0000000E+00   0.0000000E+00
51.35             0.0000000E+00   3.2439522E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.7626795E+01   0.0000000E+00   0.0000000E+00
51.45             0.0000000E+00   3.2544616E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.7716801E+01   0.0000000E+00   0.0000000E+00
51.55             0.0000000E+00   3.2649798E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.7806790E+01   0.0000000E+00   0.0000000E+00
51.65             0.0000000E+00   3.2755069E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.7896760E+01   0.0000000E+00   0.0000000E+00
51.75             0.0000000E+00   3.2860429E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.7986711E+01   0.0000000E+00   0.0000000E+00
51.85             0.0000000E+00   3.2965877E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.8076645E+01   0.0000000E+00   0.0000000E+00
51.95             0.0000000E+00   3.3071412E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.8166561E+01   0.0000000E+00   0.0000000E+00
52.05             0.0000000E+00   3.3177035E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.8256458E+01   0.0000000E+00   0.0000000E+00
52.15             0.0000000E+00   3.3282745E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.8346337E+01   0.0000000E+00   0.0000000E+00
52.25             0.0000000E+00   3.3388542E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.8436198E+01   0.0000000E+00   0.0000000E+00
52.35             0.0000000E+00   3.3494426E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.8526041E+01   0.0000000E+00   0.0000000E+00
52.45             0.0000000E+00   3.3600396E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.8615866E+01   0.0000000E+00   0.0000000E+00
52.55             0.0000000E+00   3.3706452E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.8705673E+01   0.0000000E+00   0.0000000E+00
52.65             0.0000000E+00   3.3812594E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.8795461E+01   0.0000000E+00   0.0000000E+00
52.75             0.0000000E+00   3.3918822E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.8885232E+01   0.0000000E+00   0.0000000E+00
52.85             0.0000000E+00   3.4025134E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.8974984E+01   0.0000000E+00   0.0000000E+00
52.95             0.0000000E+00   3.4131532E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.9064718E+01   0.0000000E+00   0.0000000E+00
53.05             0.0000000E+00   3.4238014E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.9154435E+01   0.0000000E+00   0.0000000E+00
53.15             0.0000000E+00   3.4344580E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.9244133E+01   0.0000000E+00   0.0000000E+00
53.25             0.0000000E+00   3.4451231E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.9333812E+01   0.0000000E+00   0.0000000E+00
53.35             0.0000000E+00   3.4557965E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.9423474E+01   0.0000000E+00   0.0000000E+00
53.45             0.0000000E+00   3.4664782E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.9513118E+01   0.0000000E+00   0.0000000E+00
53.55             0.0000000E+00   3.4771683E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.9602744E+01   0.0000000E+00   0.0000000E+00
53.65             0.0000000E+00   3.4878667E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.9692351E+01   0.0000000E+00   0.0000000E+00
53.75             0.0000000E+00   3.4985733E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.9781941E+01   0.0000000E+00   0.0000000E+00
53.85             0.0000000E+00   3.5092882E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.9871512E+01   0.0000000E+00   0.0000000E+00
53.95             0.0000000E+00   3.5200112E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.9961066E+01   0.0000000E+00   0.0000000E+00
54.05             0.0000000E+00   3.5307425E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.0050601E+01   0.0000000E+00   0.0000000E+00
